id,theme,scenario_id,scenario_text,question_number,question,option_a,option_b,option_c,option_d,correct_answer,feedback_correct,feedback_incorrect
78,Pharmacologie / Calculs,PHAR-VANCO-04,"M. D., 82 kg, cellulite sévère; vancomycine IV à initier. Fonction rénale normale. SV : TA 126/74, FC 98, T° 38,6 °C. Ordonnance : dose de charge 15 mg/kg.",2.0,"Temps minimal d’infusion recommandé pour 1,2 g de vancomycine afin d’éviter le « Red man syndrome » ?",30 minutes,60 minutes,90 minutes,4 heures,B,"Exact : ≥60 minutes par 1 g (souvent 1,5–2 h si doses plus élevées).","Vancomycine : dose de charge selon mg/kg; perfuser lentement (≥60 min/1 g) pour éviter le Red man; surveiller fonction rénale et taux résiduels si prolongation. Revoir : Vancomycine – dosage et surveillance. Méthode : dose (mg/kg) × poids (kg) = mg totaux; si nécessaire, convertir en volume selon la concentration. Rappel : dose de charge fréquente 15–20 mg/kg selon protocole local; perfuser ≥60 min/1 g pour éviter le Red man. Revoir : Perfusion vancomycine – vitesse et effets indésirables."
79,Pharmacologie / Calculs,PHAR-VANCO-04,"M. D., 82 kg, cellulite sévère; vancomycine IV à initier. Fonction rénale normale. SV : TA 126/74, FC 98, T° 38,6 °C. Ordonnance : dose de charge 15 mg/kg.",3.0,Surveillance à prévoir les jours suivants :,TSH,Taux résiduel (trough) si prolongation + fonction rénale,Glycémie capillaire,Plaquettes aux 12 h,B,Correct : suivi des concentrations et de la fonction rénale.,"Vancomycine : dose de charge selon mg/kg; perfuser lentement (≥60 min/1 g) pour éviter le Red man; surveiller fonction rénale et taux résiduels si prolongation. Revoir : Vancomycine – dosage et surveillance. Méthode : dose (mg/kg) × poids (kg) = mg totaux; si nécessaire, convertir en volume selon la concentration. Rappel : dose de charge fréquente 15–20 mg/kg selon protocole local; perfuser ≥60 min/1 g pour éviter le Red man. Revoir : Monitoring vancomycine."
80,Éthique et aspects légaux,ETH001,"Mme C., 16 ans, demande contraception sans informer ses parents; elle est orientée et comprend.",1.0,Conduite conforme ?,Exiger autorisation parentale,Refuser le service,Respecter la confidentialité et informer sur options,Appeler les parents,C,Correct! Confidentialité en santé sexuelle des mineures.,"Éthique et droit : respecter confidentialité, obtenir consentement libre et éclairé, divulguer incidents selon la procédure, documenter factuellement. Revoir : Code de déontologie et lois en vigueur. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Droits et confidentialité au Québec."
81,Éthique et aspects légaux,ETH001,"Mme C., 16 ans, demande contraception sans informer ses parents; elle est orientée et comprend.",2.0,Quel principe éthique soutient cette conduite ?,Bienfaisance,Justice,Autonomie,Non-malfaisance,C,Correct! Respect de l’autonomie décisionnelle.,"Éthique et droit : respecter confidentialité, obtenir consentement libre et éclairé, divulguer incidents selon la procédure, documenter factuellement. Revoir : Code de déontologie et lois en vigueur. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Principes bioéthiques appliqués."
82,Éthique et aspects légaux,ETH001,"Mme C., 16 ans, demande contraception sans informer ses parents; elle est orientée et comprend.",3.0,Documenter : élément essentiel ?,Opinions personnelles,Jugement moral,Faits cliniques et décision éclairée,Commentaires des proches,C,Correct! Documentation factuelle et éclairée.,"Éthique et droit : respecter confidentialité, obtenir consentement libre et éclairé, divulguer incidents selon la procédure, documenter factuellement. Revoir : Code de déontologie et lois en vigueur. Revoir : Tenue de dossier et éthique."
83,Gériatrie,GER-CHUTE-02,"M. R., 87 ans, chute à domicile avec impact crânien, confusion légère. Anticoagulant : apixaban pour FA. SV : TA 146/84, FC 92 irrégulière, FR 18, SpO₂ 96%, T° 37,0 °C. Examen : ecchymose temporale, aucun déficit focal. Labos : Hb 112 g/L, plaquettes 210×10⁹/L.",1.0,Conduite prioritaire ?,Retourner à domicile,Scanner CT cérébral rapidement,Surveillance simple à domicile,Arrêt définitif de l’apixaban sans avis médical,B,Correct : traumatisme crânien sous anticoagulation → imagerie rapide.,Chute sous anticoagulant : imagerie cérébrale rapide et surveillance neuro répétée pour exclure hémorragie retardée. Revoir : Anticoagulants et traumatismes crâniens. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Conduite après chute sous anticoagulant.
84,Gériatrie,GER-CHUTE-02,"M. R., 87 ans, chute à domicile avec impact crânien, confusion légère. Anticoagulant : apixaban pour FA. SV : TA 146/84, FC 92 irrégulière, FR 18, SpO₂ 96%, T° 37,0 °C. Examen : ecchymose temporale, aucun déficit focal. Labos : Hb 112 g/L, plaquettes 210×10⁹/L.",2.0,Surveillance infirmière à l’urgence ?,Soif,"Signes neurologiques répétés (GCS, pupilles, céphalées)",Périmètre abdominal,Glycémie aux 6 h,B,Exact : risque d’hémorragie intracrânienne retardée.,Chute sous anticoagulant : imagerie cérébrale rapide et surveillance neuro répétée pour exclure hémorragie retardée. Revoir : Anticoagulants et traumatismes crâniens. Revoir : Traumatisme crânien et anticoagulants.
85,Gériatrie,GER-CHUTE-02,"M. R., 87 ans, chute à domicile avec impact crânien, confusion légère. Anticoagulant : apixaban pour FA. SV : TA 146/84, FC 92 irrégulière, FR 18, SpO₂ 96%, T° 37,0 °C. Examen : ecchymose temporale, aucun déficit focal. Labos : Hb 112 g/L, plaquettes 210×10⁹/L.",3.0,Éducation au congé si CT normal et patient stable ?,Reprise d’activité intense,Signes d’alarme et supervision 24–48 h,Arrêt hydratation,Aucune consigne,B,Correct : informer des signes d’aggravation et surveiller.,Chute sous anticoagulant : imagerie cérébrale rapide et surveillance neuro répétée pour exclure hémorragie retardée. Revoir : Anticoagulants et traumatismes crâniens. Revoir : Éducation post-trauma crânien.
86,Éthique et aspects légaux,ETH002,Une erreur de médication (dose doublée) a été commise et constatée par l’infirmière. Le patient est stable.,1.0,Conduite professionnelle ?,Cacher l’erreur,"Informer le patient et l’équipe, documenter",Effacer la trace au dossier,Blâmer un collègue,B,Correct! Transparence et déclaration.,"Éthique et droit : respecter confidentialité, obtenir consentement libre et éclairé, divulguer incidents selon la procédure, documenter factuellement. Revoir : Code de déontologie et lois en vigueur. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Déontologie – divulgation d’un événement indésirable."
87,Éthique et aspects légaux,ETH002,Une erreur de médication (dose doublée) a été commise et constatée par l’infirmière. Le patient est stable.,2.0,Priorité clinique ?,Évaluer le patient et surveiller effets indésirables,Fermer le dossier,Changer d’unité,Aucune mesure,A,Correct! Sécurité du patient d’abord.,"Éthique et droit : respecter confidentialité, obtenir consentement libre et éclairé, divulguer incidents selon la procédure, documenter factuellement. Revoir : Code de déontologie et lois en vigueur. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Gestion des incidents et sécurité."
88,Éthique et aspects légaux,ETH002,Une erreur de médication (dose doublée) a été commise et constatée par l’infirmière. Le patient est stable.,3.0,Prévention ?,Désactiver codes-barres,Vérification indépendante haut-risque,Supprimer la double vérification,Étiquetage minimal,B,Correct! Meds haut-risque = double vérification.,"Éthique et droit : respecter confidentialité, obtenir consentement libre et éclairé, divulguer incidents selon la procédure, documenter factuellement. Revoir : Code de déontologie et lois en vigueur. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Sécurité médicamenteuse."
89,Santé mentale,PSY003,"M. V., 32 ans, agitation, idées délirantes, hallucinations auditives. Non coopérant, refuse le traitement. Aucun signe d’hypoglycémie ou hypoxie.",1.0,Intervention prioritaire ?,Contention immédiate sans évaluation,Assurer sécurité + approche calme + évaluation risque,Ignorer et quitter la chambre,Argumenter de force,B,Correct! Sécurité et désescalade d’abord.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Revoir : Psychose aiguë – approche sécuritaire."
90,Gestion et organisation des soins,PSY003,"M. V., 32 ans, agitation, idées délirantes, hallucinations auditives. Non coopérant, refuse le traitement. Aucun signe d’hypoglycémie ou hypoxie.",2.0,Organisation optimale ?,"Approche par un seul intervenant, corridor bondé","Minimiser stimuli, équipe prête et coordonnée",Famille nombreuse dans la chambre,Aucune préparation,B,"Correct! Réduire stimuli, coordonner l’équipe.","Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Revoir : Désescalade et environnement thérapeutique."
91,Pharmacologie / Calculs,PHAR-HYPO-07,"M. T., 64 ans, confusion, Na⁺ 118 mmol/L, hyponatrémie symptomatique modérée. Poids 80 kg. TA 118/70, FC 90, FR 20. Surveillance aux soins aigus.",1.0,Objectif de correction sur 24 h (maximal recommandé) :,≤4 mmol/L,≤6 mmol/L,≤8–10 mmol/L,≤15 mmol/L,C,Correct : éviter la myélinolyse (généralement ≤8–10 mmol/L/24 h).,Hyponatrémie : corriger progressivement (≤8–10 mmol/L/24 h) pour éviter la myélinolyse; surveiller Na⁺ et neurologie rapprochés. Revoir : Hyponatrémie – stratégies de correction. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Principes de correction de l’hyponatrémie.
92,Pharmacologie / Calculs,PHAR-HYPO-07,"M. T., 64 ans, confusion, Na⁺ 118 mmol/L, hyponatrémie symptomatique modérée. Poids 80 kg. TA 118/70, FC 90, FR 20. Surveillance aux soins aigus.",2.0,Surveillance prioritaire durant la correction :,Selles,Sodium sérique et état neurologique rapprochés,Poids uniquement,Glycémie seulement,B,Exact : Na⁺ fréquent + neurologie pour éviter surcorrection.,Hyponatrémie : corriger progressivement (≤8–10 mmol/L/24 h) pour éviter la myélinolyse; surveiller Na⁺ et neurologie rapprochés. Revoir : Hyponatrémie – stratégies de correction. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Risques de correction trop rapide.
93,Gériatrie,GER-OPIO-06,"Mme C., 90 ans, fracture de hanche (J1 post-op). Douleur 8/10. IR légère (DFG ≈ 40 mL/min). SV : TA 124/66, FC 100, FR 22, SpO₂ 95%. Médicaments : acétaminophène régulier; besoin d’un opioïde.",1.0,Choix d’opioïde le plus approprié ?,Morphine PO 10 mg q4h,Hydromorphone PO 1–2 mg q4–6h,Codéine 60 mg q4h,Tramadol 100 mg q4h,B,Correct : hydromorphone préférable en IRA légère (métabolites morphine s’accumulent).,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Choix d’opioïdes et fonction rénale chez l’aîné."
94,Gériatrie,GER-OPIO-06,"Mme C., 90 ans, fracture de hanche (J1 post-op). Douleur 8/10. IR légère (DFG ≈ 40 mL/min). SV : TA 124/66, FC 100, FR 22, SpO₂ 95%. Médicaments : acétaminophène régulier; besoin d’un opioïde.",2.0,Surveillance prioritaire les premières 24–48 h :,Selles quotidiennes seulement,"Somnolence/sédation, FR, constipation, confusion",TSH,INR,B,Exact : dépister dépression respiratoire et effets indésirables.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Sécurité opioïdes chez l’aîné."
95,Gériatrie,GER-OPIO-06,"Mme C., 90 ans, fracture de hanche (J1 post-op). Douleur 8/10. IR légère (DFG ≈ 40 mL/min). SV : TA 124/66, FC 100, FR 22, SpO₂ 95%. Médicaments : acétaminophène régulier; besoin d’un opioïde.",3.0,Adjoint non pharmacologique pertinent :,Isolement au lit,"Glace, positionnement, mobilisation graduelle",Jeûne,Arrêt hydratation,B,Correct : multimodalité antalgique.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Approches non pharmacologiques de la douleur."
96,Périnatalité,PER002,"Mme B., 34 SA, céphalées, phosphènes, TA 168/110, protéinurie +. Prescription : MgSO₄ 4 g/20 min puis 1 g/h.",1.0,Complication à prévenir en priorité ?,Hémorragie digestive,Éclampsie (convulsions),TVP,Hypoglycémie,B,Correct! Prévenir l’éclampsie est prioritaire.,"Prééclampsie sévère : prévenir l’éclampsie (MgSO₄), surveiller ROT/FR/diurèse et TA. Antidote : gluconate de calcium. Revoir : Prééclampsie/éclampsie – protocoles et surveillance. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Prééclampsie/éclampsie – prévention."
97,Périnatalité,PER002,"Mme B., 34 SA, céphalées, phosphènes, TA 168/110, protéinurie +. Prescription : MgSO₄ 4 g/20 min puis 1 g/h.",2.0,MgSO₄ 20% (200 mg/mL) pour bolus 4 g/20 min. Débit mL/h ?,20 mL/h,40 mL/h,60 mL/h,120 mL/h,C,Correct! 4000/200=20 mL; 20/20 min = 1 mL/min = 60 mL/h.,"Prééclampsie sévère : prévenir l’éclampsie (MgSO₄), surveiller ROT/FR/diurèse et TA. Antidote : gluconate de calcium. Revoir : Prééclampsie/éclampsie – protocoles et surveillance. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Calculs MgSO₄."
98,Périnatalité,PER002,"Mme B., 34 SA, céphalées, phosphènes, TA 168/110, protéinurie +. Prescription : MgSO₄ 4 g/20 min puis 1 g/h.",3.0,Surveillance prioritaire sous MgSO₄ ?,"Diurèse, ROT, FR",Glycémie,Température,Poids,A,Correct! Dépression respiratoire et toxicité requièrent ROT/FR/diurèse.,"Prééclampsie sévère : prévenir l’éclampsie (MgSO₄), surveiller ROT/FR/diurèse et TA. Antidote : gluconate de calcium. Revoir : Prééclampsie/éclampsie – protocoles et surveillance. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Toxicité au MgSO₄ et antidote (gluconate Ca²⁺)."
99,Cardiologie,CAR002,"Mme Bérubé, 71 ans, palpitations soudaines, étourdissements. TA 102/64 mmHg, FC 168/min irrégulière, FR 20/min, SpO₂ 95% AA. ECG: fibrillation auriculaire rapide. Signes vitaux : TA 88/56 mmHg, FC 128 bpm, FR 28/min, SpO2 89% à l’air ambiant, T° 38,9 °C. Résultats labo : Troponine élevée, D-dimères positifs, hémoglobine 112 g/L. Ordonnances : Oxygène 4 L/min, Soluté NaCl 0.9% IV 100 ml/h, Morphine 2 mg IV q4h PRN douleur.",1.0,Intervention infirmière prioritaire ?,Installer un O₂ à 6 L/min systématique,Évaluer stabilité hémodynamique et signes d’hypoperfusion,Faire boire de l’eau,Administrer un AINS,B,"Correct! Prioriser l’évaluation de stabilité (TA, état mental, douleur thoracique).","Devant une FA rapide, on évalue d’abord la stabilité hémodynamique (TA, douleur, altération de conscience). Si stable, on contrôle la fréquence (bêtabloquant/diltiazem). Si >48 h non anticoagulée, risque d’AVC embolique ↑. Revoir : FA – évaluation d’instabilité, contrôle FC et risque thromboembolique. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : FA – évaluation initiale et critères d’instabilité."
100,Cardiologie,CAR002,"Mme Bérubé, 71 ans, palpitations soudaines, étourdissements. TA 102/64 mmHg, FC 168/min irrégulière, FR 20/min, SpO₂ 95% AA. ECG: fibrillation auriculaire rapide. Signes vitaux : TA 88/56 mmHg, FC 128 bpm, FR 28/min, SpO2 89% à l’air ambiant, T° 38,9 °C. Résultats labo : Troponine élevée, D-dimères positifs, hémoglobine 112 g/L. Ordonnances : Oxygène 4 L/min, Soluté NaCl 0.9% IV 100 ml/h, Morphine 2 mg IV q4h PRN douleur.",2.0,Quel médicament est habituellement attendu pour ralentir la FC si stable ?,Bêtabloquant IV,Amoxicilline IV,Vitamine K PO,Morphine IV,A,Correct! Un bêtabloquant ou un inhibiteur calcique peut être utilisé.,"Devant une FA rapide, on évalue d’abord la stabilité hémodynamique (TA, douleur, altération de conscience). Si stable, on contrôle la fréquence (bêtabloquant/diltiazem). Si >48 h non anticoagulée, risque d’AVC embolique ↑. Revoir : FA – évaluation d’instabilité, contrôle FC et risque thromboembolique. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Contrôle de la fréquence en FA."
101,Cardiologie,CAR002,"Mme Bérubé, 71 ans, palpitations soudaines, étourdissements. TA 102/64 mmHg, FC 168/min irrégulière, FR 20/min, SpO₂ 95% AA. ECG: fibrillation auriculaire rapide. Signes vitaux : TA 88/56 mmHg, FC 128 bpm, FR 28/min, SpO2 89% à l’air ambiant, T° 38,9 °C. Résultats labo : Troponine élevée, D-dimères positifs, hémoglobine 112 g/L. Ordonnances : Oxygène 4 L/min, Soluté NaCl 0.9% IV 100 ml/h, Morphine 2 mg IV q4h PRN douleur.",3.0,Quel risque majeur doit être envisagé si FA >48 h non anticoagulée ?,Hypoglycémie,AVC embolique,Hyperkaliémie,Hémolyse,B,Correct! Le risque thromboembolique (AVC) augmente.,"Devant une FA rapide, on évalue d’abord la stabilité hémodynamique (TA, douleur, altération de conscience). Si stable, on contrôle la fréquence (bêtabloquant/diltiazem). Si >48 h non anticoagulée, risque d’AVC embolique ↑. Revoir : FA – évaluation d’instabilité, contrôle FC et risque thromboembolique. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : CHA₂DS₂-VASc et risque d’AVC en FA."
102,Pharmacologie / Calculs,PHAR-DIGOX-03,"Mme P., 82 ans, IC et FA, digoxine 0,125 mg/j. Nausées, vision floue, bradycardie 48/min. SV : TA 110/60, FR 18, SpO₂ 97%. Labos : K⁺ 3,0 mmol/L, créatinine 165 µmol/L.",1.0,Hypothèse prioritaire ?,Gastro-entérite,Toxicité à la digoxine,Infection urinaire,Dépression,B,Correct : symptômes GI/visuels + bradycardie + IRC = évocateur.,"Toxicité digitalique : nausées, troubles visuels, bradycardie; favoriser ECG, corriger hypokaliémie, ajuster la dose selon fonction rénale. Revoir : Digoxine – facteurs de risque et conduite. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Clinique de toxicité digitalique."
103,Pharmacologie / Calculs,PHAR-DIGOX-03,"Mme P., 82 ans, IC et FA, digoxine 0,125 mg/j. Nausées, vision floue, bradycardie 48/min. SV : TA 110/60, FR 18, SpO₂ 97%. Labos : K⁺ 3,0 mmol/L, créatinine 165 µmol/L.",2.0,Première mesure infirmière ?,Administrer dose supplémentaire,"Tenir la dose et aviser, ECG, corriger K⁺",Donner AINS,Augmenter perfusion,B,"Exact : suspendre, ECG, corriger hypokaliémie, surveiller.","Toxicité digitalique : nausées, troubles visuels, bradycardie; favoriser ECG, corriger hypokaliémie, ajuster la dose selon fonction rénale. Revoir : Digoxine – facteurs de risque et conduite. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Conduite devant suspicion de toxicité digitalique."
104,Pharmacologie / Calculs,PHAR-DIGOX-03,"Mme P., 82 ans, IC et FA, digoxine 0,125 mg/j. Nausées, vision floue, bradycardie 48/min. SV : TA 110/60, FR 18, SpO₂ 97%. Labos : K⁺ 3,0 mmol/L, créatinine 165 µmol/L.",3.0,Facteur de risque principal dans ce cas ?,Jeûne,Insuffisance rénale et hypokaliémie,Fièvre,Âge <30 ans,B,Correct : clairance diminuée et K bas augmentent la toxicité.,"Toxicité digitalique : nausées, troubles visuels, bradycardie; favoriser ECG, corriger hypokaliémie, ajuster la dose selon fonction rénale. Revoir : Digoxine – facteurs de risque et conduite. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Facteurs de risque de toxicité à la digoxine."
105,Urgences / Soins critiques,GAST001,"M. F., 64 ans, méléna, lipothymies. ATCD : AINS, alcool. TA 88/54, FC 124. Hb 84 g/L.",1.0,Priorité ?,Remplissage IV et préparation transfusionnelle,Donner laxatif,Alimentation PO,Sortie,A,Correct! Instabilité hémodynamique → réanimation.,"Hémorragie digestive haute : réanimation (IV, prélèvements, transfusion PRN), IPP, endoscopie; surveiller diurèse comme marqueur de perfusion. Revoir : Hémorragie digestive – prise en charge initiale."
106,Médecine et chirurgie,GAST001,"M. F., 64 ans, méléna, lipothymies. ATCD : AINS, alcool. TA 88/54, FC 124. Hb 84 g/L.",2.0,Surveillance clé ?,Diurèse horaire,Périmètre crânien,Échelle CIWA-Ar,Score Braden,A,Correct! Suivi perfusion rénale.,"Hémorragie digestive haute : réanimation (IV, prélèvements, transfusion PRN), IPP, endoscopie; surveiller diurèse comme marqueur de perfusion. Revoir : Hémorragie digestive – prise en charge initiale. Revoir : Choc hypovolémique – surveillance diurèse."
107,Infectiologie,INF002,"Mme Denis, 32 ans, fièvre 39 °C, douleur lombaire, dysurie. TA 112/68, FR 18. Analyse urine: nitrites+, leucocytes+.",1.0,Diagnostic probable ?,Cystite non compliquée,Pyélonéphrite aiguë,Lithiase asymptomatique,Glomérulonéphrite,B,Correct! Fièvre + douleur lombaire + BU positive.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Revoir : Pyélonéphrite – signes et traitement."
108,Infectiologie,INF002,"Mme Denis, 32 ans, fièvre 39 °C, douleur lombaire, dysurie. TA 112/68, FR 18. Analyse urine: nitrites+, leucocytes+.",2.0,Intervention prioritaire ?,Antibiothérapie IV/PO selon sévérité,Antalgique seul,Attendre sans traiter,Diurétiques,A,Correct! Antibiothérapie rapide.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Revoir : Prise en charge pyélonéphrite."
109,Infectiologie,INF002,"Mme Denis, 32 ans, fièvre 39 °C, douleur lombaire, dysurie. TA 112/68, FR 18. Analyse urine: nitrites+, leucocytes+.",3.0,Éducation clé ?,Diminuer hydratation,Hydratation adéquate et signes d’alarme,Arrêt des antibiotiques dès amélioration,Aucune culture nécessaire,B,Correct! Hydratation + suivi.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Revoir : Conseils pyélonéphrite."
110,Santé publique,SP1,Une infirmière en CLSC constate une augmentation des cas de coqueluche dans sa région. Elle doit appliquer les mesures de prévention et de contrôle.,1.0,Quelle est la première action à privilégier par l’infirmière pour limiter la propagation ?,Informer uniquement les patients symptomatiques,Recommander la vaccination aux contacts non protégés,Attendre la confirmation de la santé publique,Prescrire un antibiotique à tout le quartier,B,Correct ! La vaccination des contacts est une mesure clé de prévention en santé publique.,"Raisonner selon la sécurité du patient, les priorités ABC, et les protocoles du milieu. Identifier le problème principal, appliquer l’intervention recommandée et surveiller la réponse clinique. Revoir : lignes directrices du domaine concerné. Incorrect. Revoir : Prévention des maladies transmissibles et rôle infirmier en santé publique."
111,Urgences / Soins critiques,URG001,"Mme D., 64 ans, fièvre 39,2 °C, TA 86/54, FC 122, FR 26, lactate 4,2 mmol/L, confusion. Suspicion sepsis pulmonaire.",1.0,Intervention dans la première heure ?,Antibiothérapie IV à large spectre,Attendre cultures,Antipyrétique seul,Perfusion lente,A,Correct! L’antibiothérapie IV rapide réduit la mortalité.,Sepsis : antibiothérapie IV large spectre dans l’heure + remplissage 30 mL/kg; vasopresseurs si MAP <65 mmHg. Revoir : Sepsis – bundle de la première heure. Revoir : Sepsis – « golden hour ».
112,Urgences / Soins critiques,URG001,"Mme D., 64 ans, fièvre 39,2 °C, TA 86/54, FC 122, FR 26, lactate 4,2 mmol/L, confusion. Suspicion sepsis pulmonaire.",2.0,Bolus cristalloïdes recommandé (70 kg) ?,350 mL,1000 mL,2100 mL,5000 mL,C,Correct! 30 mL/kg ≈ 2100 mL.,Sepsis : antibiothérapie IV large spectre dans l’heure + remplissage 30 mL/kg; vasopresseurs si MAP <65 mmHg. Revoir : Sepsis – bundle de la première heure. Étapes générales : 1) convertir les unités; 2) appliquer la formule; 3) arrondir selon protocole; 4) vérifier la cohérence clinique. Revoir : Réanimation volémique du sepsis.
113,Urgences / Soins critiques,URG001,"Mme D., 64 ans, fièvre 39,2 °C, TA 86/54, FC 122, FR 26, lactate 4,2 mmol/L, confusion. Suspicion sepsis pulmonaire.",3.0,"Noradrénaline 0,15 mcg/kg/min (70 kg). Préparation 4 mg/50 mL (80 mcg/mL). Débit mL/h ?","5,0 mL/h","7,9 mL/h","11,3 mL/h","1,3 mL/h",B,"Correct! 0,15×70=10,5 mcg/min; ×60=630 mcg/h; 630/80 ≈ 7,9 mL/h.",Sepsis : antibiothérapie IV large spectre dans l’heure + remplissage 30 mL/kg; vasopresseurs si MAP <65 mmHg. Revoir : Sepsis – bundle de la première heure. Méthode : (dose en mcg/kg/min × poids × 60) ÷ concentration (mcg/mL) = mL/h. Revoir : Conversion mcg/kg/min → mL/h.
114,Pédiatrie,PED003,"Nouveau-né 3 jours, ictère cutané conjonctival, allaité, prise de poids adéquate, TA stable, température normale. Signes vitaux : TA 92/60 mmHg, FC 140 bpm, FR 32/min, SpO2 95% à l’air ambiant, T° 38,2 °C. Résultats labo : CRP 65 mg/L, Leucocytes 16 x10^9/L. Ordonnances : Acétaminophène 15 mg/kg PO q6h PRN fièvre, Ceftriaxone IV.",1.0,Mesure initiale appropriée ?,Photothérapie immédiate systématique,Évaluer bilirubine sérique ou transcutanée,Arrêt de l’allaitement,Déshabiller et exposer au soleil direct,B,Correct! Mesurer bilirubine pour décider.,"Suspicion de sepsis néonatal : prélèvements puis antibiothérapie IV rapide; hypothermie/lethargie sont des signes d’alarme. Revoir : Sepsis néonatal – prise en charge initiale. Méthode : dose (mg/kg) × poids (kg) = mg totaux; si nécessaire, convertir en volume selon la concentration. Revoir : Conduite devant un ictère néonatal."
115,Pédiatrie,PED003,"Nouveau-né 3 jours, ictère cutané conjonctival, allaité, prise de poids adéquate, TA stable, température normale. Signes vitaux : TA 92/60 mmHg, FC 140 bpm, FR 32/min, SpO2 95% à l’air ambiant, T° 38,2 °C. Résultats labo : CRP 65 mg/L, Leucocytes 16 x10^9/L. Ordonnances : Acétaminophène 15 mg/kg PO q6h PRN fièvre, Ceftriaxone IV.",2.0,Conseil aux parents ?,Espacer les tétées,Maintenir allaitement et surveillance,Donner eau sucrée,Aucun suivi nécessaire,B,Correct! Allaitement fréquent aide l’élimination.,"Suspicion de sepsis néonatal : prélèvements puis antibiothérapie IV rapide; hypothermie/lethargie sont des signes d’alarme. Revoir : Sepsis néonatal – prise en charge initiale. Méthode : dose (mg/kg) × poids (kg) = mg totaux; si nécessaire, convertir en volume selon la concentration. Revoir : Éducation ictère néonatal."
